date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198601,3.8037,2.1069,2.6376,2.1326,3.0545,1.1084,2.2383,0.6826,0.214,2.4679,1.9573,2.95,1.5708,2.2039,2.8456,1.1549,0.5031,1.8553,2.721,3.441,0.4269,1.3437,1.6802,-1.4396,1.4471
198602,5.8534,6.5019,6.6165,7.8843,5.492,7.4479,7.1601,7.01,9.5055,4.9543,6.9533,9.5483,7.6447,7.2499,6.7279,7.8931,9.5503,7.0059,7.2551,7.551,7.598,10.1226,8.7234,6.4682,7.186
198603,4.5877,5.4588,5.0626,4.6307,6.5257,3.6044,5.1696,6.0783,4.9449,6.358,4.7421,7.3299,4.8319,5.6171,5.5487,5.6352,5.3175,6.6132,4.0467,4.8973,5.9924,7.3229,5.43,4.8379,4.4592
198604,2.6906,2.3817,0.9616,0.3952,0.4363,2.4142,2.0554,-0.4295,1.0538,-1.6131,1.7408,2.3845,1.0909,0.6364,-1.3082,1.8139,-0.1171,-1.783,-2.5066,-4.8838,0.4027,-0.9775,-2.3534,-2.6988,-2.7394
198605,4.1475,3.486,4.4279,3.8707,3.8557,3.2838,2.3898,4.9607,4.429,2.1714,6.1591,4.2024,6.2895,5.553,3.4262,6.2659,3.859,5.6523,4.4088,4.2566,5.211,6.3138,3.5011,6.5076,5.6037
198606,0.1745,-1.6596,0.0414,1.3846,2.0164,0.6383,0.1838,2.6363,1.7961,2.37,1.305,-0.7787,2.122,0.4111,2.7334,1.5269,1.0197,0.1045,3.7681,1.1767,2.1942,2.0792,0.9731,0.681,2.9899
198607,-10.139,-8.4687,-8.399,-6.2218,-8.9156,-11.4446,-9.765,-8.8535,-4.9581,-6.8337,-9.8276,-7.7321,-8.071,-6.0424,-5.5407,-8.699,-7.6578,-7.0579,-3.9741,-4.3608,-7.1055,-5.9131,-4.8296,-2.6011,-2.7107
198608,0.2432,0.6081,2.1738,1.8617,1.6276,2.4912,4.4159,4.2319,5.5359,4.5537,4.1334,3.7563,6.3684,7.3193,8.7533,4.2307,6.3714,7.0172,10.1323,9.449,4.3954,6.5004,6.1097,10.3182,10.7749
198609,-8.0197,-6.2619,-5.5669,-4.4856,-3.252,-8.8752,-5.8723,-4.7034,-2.5548,-5.6579,-8.274,-7.7703,-4.3423,-4.7871,-5.2037,-9.1987,-6.1049,-7.033,-7.0032,-6.0343,-10.4083,-10.942,-7.7513,-8.0021,-6.3872
198610,2.0673,3.1114,1.8641,3.1059,0.8442,6.4317,4.417,3.23,2.8399,1.5138,5.8888,2.3985,1.512,2.0328,2.3261,5.8076,6.4289,5.4435,6.0269,4.3386,4.9879,7.0332,6.7254,4.6317,5.962
198611,-2.2259,0.1997,0.4658,-0.1131,1.3524,0.2562,0.2249,-0.3594,-2.0615,0.179,0.1708,0.3731,-1.2585,1.2587,-0.4912,1.2938,1.3226,1.5166,-1.1264,1.3044,2.674,1.8745,2.7727,2.5656,1.5893
198612,-5.428,-2.1772,-3.6647,-1.7784,-3.2814,-3.2256,-1.7496,-3.4558,-3.1383,0.8583,-2.5653,-1.7752,-3.723,-2.171,-0.7893,-4.5269,-2.9862,-2.8081,-2.3785,-3.1947,-1.7337,-2.5108,-4.3073,-2.872,-2.9283
198701,11.192,10.3774,10.6246,9.966,9.4177,13.6119,12.4657,10.5717,9.5335,11.1488,13.5562,13.2625,8.756,10.5075,10.1086,14.2569,12.1386,10.3886,11.9355,11.6042,13.4808,16.5312,11.6934,12.5086,11.98
198702,10.7836,8.447,6.9019,7.2022,6.4421,9.6095,9.3057,6.3491,6.0269,5.5753,8.8937,8.2457,5.313,4.2288,4.561,7.152,7.062,6.4531,3.4319,2.6058,8.1973,5.9703,3.0529,-0.4925,-1.0179
198703,2.1786,3.8796,2.2459,3.4825,4.582,0.7362,3.3694,1.5532,2.7594,3.5096,0.7077,1.348,1.6183,2.6124,3.8533,1.8781,1.6581,1.7928,1.9251,-1.3073,1.499,2.2655,0.6464,3.0252,4.7937
198704,-2.2885,-2.3838,-2.3587,-0.6886,-1.2751,-3.9106,-2.5391,-2.8342,-4.2937,-4.91,-2.2484,-2.19,-4.4722,-1.8935,-2.9148,-3.3644,-2.5523,-2.5716,-2.013,-1.6438,-1.3348,-1.1568,-2.2143,-0.8533,-0.3466
198705,-0.1912,-1.386,-0.0648,0.6441,3.2838,-1.041,-0.0277,-0.0149,0.2328,0.5061,0.7228,0.4388,-0.806,0.3645,-0.0786,1.9844,0.47,-0.3637,-0.5727,0.8003,1.8483,-0.5479,-0.3681,0.7871,0.5162
198706,-0.216,1.5196,3.0966,1.9374,4.5629,1.7538,2.9621,3.6007,2.3264,4.1191,2.2038,2.0268,5.777,5.6495,2.6512,4.8682,3.2403,4.2415,4.0947,3.7522,4.7115,5.4204,6.102,5.057,5.3683
198707,1.7526,1.9684,2.1256,2.9325,5.3373,2.2176,2.0232,4.0063,3.3563,5.9744,2.3361,4.5959,3.9207,3.5334,7.2924,3.7629,4.9787,4.7429,4.4782,4.9165,5.9681,3.1369,6.6131,2.1907,3.0555
198708,0.7878,2.2766,2.6744,2.8221,0.6267,2.7865,3.6848,4.0056,2.2645,4.2577,3.9387,3.323,4.6314,3.4681,0.9341,4.9237,4.3009,3.5592,3.5613,1.646,4.9123,5.2526,4.0268,4.3558,2.6054
198709,-2.9045,-0.3504,-0.9337,-0.5528,-1.0186,-2.0497,-2.4933,-0.7266,-0.5745,-2.7181,-3.2922,-2.3265,-2.0313,-2.3201,-0.9166,-1.9165,-1.1271,-2.3279,-1.7302,-0.1764,-2.2257,-4.0791,0.0955,-2.2013,-2.718
198710,-34.2247,-30.8197,-29.0437,-28.9188,-28.6243,-32.6923,-31.9529,-28.54,-24.6701,-29.2493,-29.6531,-28.7761,-24.774,-22.5639,-26.5432,-26.1285,-29.0292,-24.4875,-19.0873,-23.4331,-21.6599,-22.4611,-22.0907,-14.766,-18.7622
198711,-8.4268,-4.9208,-4.8883,-4.4308,-3.7704,-7.0804,-5.1479,-3.5929,-3.0807,-2.8118,-6.5118,-2.5303,-3.0172,-3.1669,-4.0964,-6.4276,-6.0655,-6.4564,-4.4226,-2.3094,-9.6228,-8.3103,-8.0208,-7.8678,-7.3653
198712,2.8954,5.1494,5.492,4.7283,3.245,11.8181,9.2285,6.7548,7.4084,5.1899,12.0493,9.7181,6.3354,4.8104,6.8023,12.7418,10.9298,9.7374,3.897,4.0095,8.3851,7.3394,7.6696,3.4526,6.2493
198801,6.1185,6.9306,4.4677,4.9174,6.0956,1.8126,3.5185,4.9904,4.2139,7.0384,1.2891,3.5926,3.8527,7.8238,6.12,0.1345,4.7798,4.5972,5.7765,4.7899,2.2159,1.5633,5.2982,9.0457,8.8635
198802,6.0707,7.8268,7.6193,7.6904,7.6333,8.4201,12.0815,7.8842,8.6821,8.2214,8.6703,7.9219,7.1373,7.0334,5.9972,8.7505,9.3756,6.3549,5.1509,6.1982,4.5821,5.463,4.7845,1.6828,2.8413
198803,4.2912,5.4953,6.3486,5.3239,4.602,2.3213,6.8207,3.9002,3.0962,4.5627,2.6479,1.0669,1.4894,-0.1647,1.32,-0.9561,1.2722,-0.0428,-0.0465,3.4601,-4.6036,-4.2393,-3.9809,-3.8858,-0.699
198804,0.9312,1.3665,2.6175,1.06,4.1077,2.0943,4.6973,2.8407,2.0151,2.3705,-0.7305,0.2447,2.3395,0.0073,2.4446,0.2206,0.7648,1.0739,-0.6682,0.7808,-0.7834,1.0224,1.5604,2.3749,2.2397
198805,-3.6038,-2.0029,-1.0355,-1.7175,-0.8619,-4.4077,-2.3919,-2.8029,-1.0103,-1.0006,-0.8206,-1.7089,-1.1422,1.6205,0.9572,-0.821,-0.6994,-0.6664,2.2035,1.2384,0.0785,0.3324,-0.0915,2.4936,2.2026
198806,6.4538,6.7849,5.8828,6.5023,4.7874,7.4678,11.3017,7.9449,5.5246,8.583,6.7696,7.4921,6.5834,5.9296,5.87,7.3793,6.5122,6.8006,4.0467,8.3733,4.1848,7.1994,5.4053,3.0585,2.989
198807,-0.8311,-0.6109,-0.7125,1.1594,-1.2683,-2.7336,-2.1926,-0.0067,0.3568,1.1404,-4.1381,-1.7375,-1.6029,-0.0509,-0.3723,-3.2346,-3.4239,-0.8126,0.0734,0.2815,-1,-0.8967,0.4257,0.1091,0.9321
198808,-4.026,-2.3244,-0.9615,-1.5723,-1.9398,-4.3058,-4.4188,-1.9188,-0.8675,-1.0971,-4.1183,-2.5717,-2.0748,0.1767,-1.0598,-3.7027,-3.156,-1.0971,0.1742,1.3512,-2.8425,-5.1194,-2.3686,-1.4478,-3.1019
198809,0.943,3.3273,2.5049,1.9642,2.4426,2.8181,2.7321,2.8601,2.9513,2.9216,3.6269,2.0708,2.6931,1.547,3.2857,4.5525,1.4394,3.8891,1.9848,4.6605,5.7452,5.4348,2.026,4.071,3.977
198810,-2.9309,-1.9126,-1.1038,-2.2518,-0.9302,-2.2695,-0.4054,0.4677,0.0429,-0.6608,-1.6778,0.0857,0.9739,0.6807,2.7324,-1.4493,0.8844,0.8244,1.0912,2.5515,1.8419,5.5782,1.6283,2.3767,4.3417
198811,-4.8291,-4.7228,-3.4797,-3.4484,-4.077,-4.1001,-3.3395,-1.8389,-3.4371,-2.1224,-2.8951,-2.7295,-3.7691,-0.3638,-1.4542,-1.598,-2.5874,-3.5039,-1.7011,-1.0636,-1.8844,-1.0385,-1.8803,-0.4481,0.3438
198812,1.7847,4.4975,3.2132,4.9408,2.5039,5.1667,4.3269,4.0023,4.9712,2.7285,4.3711,4.2658,3.2478,2.2447,2.7959,3.2058,3.1254,1.3777,2.1083,-0.8352,2.651,2.0552,1.7397,0.5584,0.4246
198901,5.0691,5.9767,4.4549,4.5717,5.425,3.8161,4.8888,4.7829,3.8555,7.3638,4.8218,4.9775,4.9883,3.9081,5.4843,4.8748,5.6049,6.1401,5.8396,8.4822,7.7199,6.9228,6.427,6.4673,8.2568
198902,-1.1268,0.1307,0.9244,1.3932,1.368,0.9213,1.7656,1.4501,1.0473,1.8119,0.1125,0.8344,0.2218,1.3631,0.0989,-0.3051,0.1593,-0.9619,0.3443,1.4227,-3.0851,-2.9059,-2.5751,-1.6499,-2.5818
198903,1.067,2.8544,4.9101,2.3489,2.9597,1.7331,2.2328,2.4215,1.6391,3.3458,2.3216,1.2921,1.5139,3.5066,2.5274,-0.3329,1.7924,3.1026,0.6394,3.4268,2.91,0.5538,3.9251,2.7463,1.1935
198904,2.813,3.0511,3.8814,2.3461,2.827,4.6242,4.9429,5.0799,2.6551,5.3643,5.5725,4.6077,4.6463,4.1056,3.8307,6.388,5.2479,3.9411,5.4381,5.5535,6.1168,5.1681,4.9411,4.4452,3.6675
198905,2.6459,5.8866,2.5111,3.9112,3.5872,5.2189,2.3707,4.5324,3.6801,3.6697,5.7948,4.5068,3.8156,4.1726,3.943,4.4761,2.6668,3.3128,3.9851,6.2669,4.7183,3.0443,4.4718,4.3268,3.3304
198906,-3.3412,-1.7551,-2.5237,0.8118,0.6146,-4.6648,-1.4813,-0.85,-0.595,-1.7944,-3.3629,-1.6776,-1.2517,0.4359,2.1727,-1.9497,-1.4396,0.1404,2.0834,3.5277,-0.6058,-0.2411,-1.2098,-0.6552,0.7936
198907,2.8048,4.7519,2.4483,3.0712,1.6626,5.2545,4.9507,3.1117,3.5352,3.6553,5.3708,4.8608,3.2364,5.0221,3.6727,8.2734,8.5722,6.2747,5.8397,6.6458,11.6267,9.5939,7.0697,7.5384,6.681
198908,2.3111,0.0675,0.6142,2.4146,1.733,3.1475,3.0326,3.2149,3.7176,2.2324,3.1209,2.753,5.1377,3.0691,2.0274,3.5284,3.7909,3.6381,3.4739,1.5623,-0.1202,2.3079,2.8756,1.8298,2.9389
198909,1.1601,-0.5885,-0.161,0.4457,-0.5223,2.0238,0.1885,0.9684,0.8511,-0.6023,1.6456,-1.4715,-1.3317,-0.3538,-1.398,0.2482,-2.9273,-3.4411,-0.7375,0.4981,1.0627,-0.8794,0.0979,0.7924,-0.5005
198910,-4.9781,-5.5643,-5.157,-4.4375,-6.7809,-5.2167,-6.9173,-4.9013,-5.8696,-7.4054,-3.9162,-5.8364,-6.445,-4.9531,-5.1157,-2.9718,-3.9317,-6.6576,-3.1315,-4.4502,0.1327,-3.5158,-2.8886,-3.1029,-0.249
198911,-0.6151,-0.0249,-0.6875,-0.0789,-1.1008,0.3335,1.4229,0.7075,1.5088,-1.0352,1.5046,2.5521,-0.2913,1.111,2.2026,2.1134,2.1076,0.2693,0.5943,0.9515,1.9121,2.3745,2.6308,1.2603,1.1174
198912,-0.8807,-0.966,-1.0376,-0.7842,-1.7104,1.0673,-0.0779,0.7313,1.0991,-0.2813,0.2659,0.4651,-1.4394,1.8107,-0.3476,2.6415,2.2035,1.4826,1.2679,2.2991,0.6833,0.9755,4.4408,5.0001,1.0197
199001,-8.2625,-7.395,-5.1218,-6.7942,-6.3221,-8.9337,-9.6395,-7.4902,-7.905,-8.8861,-9.9801,-9.2052,-8.0755,-6.9114,-7.7834,-7.05,-5.6192,-8.5891,-8.4749,-9.9357,-7.7663,-5.7797,-7.1206,-7.2721,-5.7777
199002,2.0246,2.0668,1.2564,3.3711,1.5517,3.544,3.6502,2.9273,3.3791,2.1464,3.0808,3.8393,2.2388,1.1904,2.9487,1.5729,1.4407,1.504,1.789,3.5044,-0.078,1.8414,2.4395,1.3139,2.1027
199003,4.2406,2.2525,2.3427,3.7544,1.466,4.8192,4.8482,5.0459,3.2311,1.872,5.0113,3.0411,3.0041,1.0232,-0.6005,3.8995,3.7706,2.132,1.768,-0.0864,3.8656,3.8505,0.2539,0.5918,1.1352
199004,-2.3233,-2.5215,-1.9421,-2.5471,-3.552,-4.0106,-3.7126,-2.0143,-2.7533,-5.7169,-2.1156,-1.9032,-3.4323,-5.6088,-5.6062,-2.9048,-4.3359,-5.7948,-5.4389,-6.0583,0.4041,-1.3318,-3.8614,-4.1426,-4.1662
199005,8.4987,6.5532,5.9875,4.2398,3.7148,10.347,8.8946,5.7902,5.6548,3.6664,9.0423,8.8795,7.6287,4.5913,6.3506,10.8568,8.5648,10.3715,7.3945,8.3733,11.6485,10.9442,7.6058,6.4053,7.829
199006,1.2224,1.9346,2.5049,0.4409,-0.2409,-0.0361,0.8807,-0.9837,-0.4647,0.0393,2.0132,0.6916,-0.4381,-1.4337,-0.3763,0.2601,-1.928,-1.9088,-1.6217,-0.377,3.4328,-2.1308,-2.4068,-3.4333,-0.3027
199007,-4.5702,-5.1825,-3.7133,-2.905,-4.7435,-5.9196,-3.9731,-4.3285,-2.5174,-4.4338,-4.2206,-1.4129,-3.403,-4.7617,-4.2529,-2.3099,-0.8204,-4.0177,-2.3377,-2.6365,-0.8546,-1.4896,2.105,-1.3959,-2.0321
199008,-16.4847,-14.5303,-12.5869,-11.0252,-12.3863,-14.483,-13.6245,-12.4003,-10.5352,-11.2468,-13.9372,-13.5858,-10.8352,-9.0716,-9.8192,-9.863,-11.2551,-10.8454,-9.4402,-10.6008,-8.6799,-10.0794,-6.6964,-9.5301,-10.5847
199009,-10.4872,-9.4582,-8.0192,-6.8965,-8.8166,-10.3259,-9.1862,-8.5363,-7.0984,-8.4308,-9.1694,-7.2512,-6.7,-8.2334,-8.1363,-5.8589,-6.3287,-10.0326,-6.424,-8.2105,-5.2109,-5.0052,-1.7122,-6.6208,-7.4122
199010,-6.5691,-6.6941,-6.2722,-5.7377,-7.3324,-7.1492,-5.2179,-4.3036,-3.9743,-7.8502,-4.4832,-4.9188,-4.1542,-2.5414,-4.7171,-0.9601,-3.3818,-6.9846,-1.4214,-2.5323,1.6121,-1.5247,-1.1161,0.4445,0.9417
199011,3.602,5.2765,3.8921,2.9697,1.609,12.03,6.1562,7.2285,6.8497,4.2901,11.1313,9.3047,7.7149,7.8849,7.0989,9.2404,7.9061,10.7344,9.0822,6.2942,6.4143,7.6734,5.9771,6.2189,4.3463
199012,0.5045,-0.3487,0.2679,2.1381,0.3457,4.0327,5.8435,4.4717,3.966,3.9081,6.8218,4.3837,3.4167,3.8999,3.2938,4.104,3.8202,4.88,4.4928,3.4475,3.3185,3.7061,1.6421,2.4046,0.8058
199101,7.8078,7.2785,10.9227,8.6093,11.2084,9.7392,6.8017,7.3375,6.4508,8.9301,9.5026,9.1503,6.9414,8.0614,3.6843,8.4197,4.0153,7.7781,4.3178,5.4343,5.2156,6.1018,1.752,6.025,3.9606
199102,14.3736,12.0798,13.685,12.2358,11.8219,11.8449,9.9758,10.3811,8.0685,13.7861,9.5794,10.6268,8.4992,8.4238,8.5327,8.4966,9.3505,8.6867,7.4624,6.5923,8.2012,6.9676,5.2124,6.0825,7.9574
199103,10.5559,8.4508,7.7637,6.5084,7.7549,7.4524,5.1974,5.7287,6.2922,6.3446,7.8151,2.8079,1.905,4.717,5.9985,4.9418,4.0251,3.2286,3.6147,3.1598,4.5381,1.9782,0.1845,1.7441,1.1927
199104,0.9904,1.0399,1.3253,0.4231,0.5375,-1.483,0.9038,0.9964,1.5731,1.6407,-2.8192,-0.6798,2.7042,2.4569,1.3879,-0.8536,0.7962,3.2381,1.7752,-0.5867,0.0305,0.0147,-0.0283,1.6354,-0.1641
199105,2.6667,3.7994,4.8037,3.4908,3.5084,5.2831,2.744,5.9424,3.3222,3.358,3.7734,6.6656,4.9472,4.4349,0.2358,6.536,2.9062,5.6498,4.6643,5.4532,3.9683,5.1923,1.7574,4.2744,6.9031
199106,-7.0239,-3.6536,-4.2954,-3.9239,-3.8709,-5.2615,-4.6164,-3.5738,-3.1567,-5.7028,-4.8155,-4.5317,-3.1906,-2.0852,-4.5865,-5.2659,-4.1726,-5.8559,-3.3286,-3.5305,-4.4053,-5.5565,-3.7761,-5.1281,-3.9635
199107,2.7855,4.1463,2.2342,3.4855,2.5087,4.127,3.7091,2.9331,3.9184,2.0056,6.1975,4.1097,3.8202,2.7972,7.3751,5.9402,3.8126,2.6571,4.5796,7.1372,6.4044,2.9916,4.8672,4.6713,0.8113
199108,3.766,4.9719,3.2811,0.8912,2.5648,3.9931,3.4467,3.787,3.1613,3.7228,5.4736,4.2741,2.5405,4.154,6.204,1.603,2.4907,2.8089,2.8636,3.1384,4.3292,0.5886,2.6484,1.4335,1.7558
199109,4.4078,2.4121,0.2351,0.3425,-1.4219,0.5631,0.66,1.9628,1.2018,-1.5709,-0.179,-0.2656,-0.7346,0.7083,-3.721,-0.2977,-1.646,-0.898,0.209,-1.0699,-2.1176,-1.2059,-0.99,0.5191,-3.8291
199110,6.7438,4.0546,1.7677,4.0238,1.2581,2.3269,1.5639,3.3132,0.3062,1.5758,2.6952,1.1519,1.2341,2.9572,3.6022,2.563,0.3487,1.4563,2.6295,3.4508,1.4452,0.9483,1.9438,3.2627,0.4944
199111,-2.1445,-2.9477,-4.2172,-3.3929,-2.7336,-4.7847,-5.8465,-2.8323,-5.1671,-6.9437,-3.5552,-4.6545,-3.7033,-5.0967,-5.7455,-2.3409,-4.9034,-4.0517,-2.8979,-6.2634,-1.1949,-5.4794,-5.536,-3.7224,-8.3265
199112,6.6563,3.5,5.4692,4.5854,4.8294,11.445,6.8582,5.4898,6.002,7.9159,14.6637,10.8857,7.6545,9.7803,11.1586,13.2898,9.0272,10.0435,8.4993,11.0081,15.3949,8.9196,8.3596,6.908,12.8637
199201,14.5367,15.8145,8.4496,13.657,16.4923,8.3389,4.6346,6.2605,7.7161,9.6148,1.5431,4.9702,4.9276,5.6838,9.2883,-0.2301,1.8174,1.332,0.5486,6.2949,-3.1964,-2.055,-2.4594,0.0073,6.7812
199202,-0.0566,4.9023,3.5106,4.9843,9.9959,0.271,2.5858,1.5395,4.6257,6.4159,0.055,2.6147,3.6092,2.8573,8.8931,-0.4927,2.9895,2.8311,2.2623,4.9001,0.1191,-0.4518,1.9312,4.2604,10.1094
199203,-6.547,-5.631,-2.5946,0.0123,-1.1008,-8.1263,-2.615,-1.612,-0.5583,-1.1267,-5.2401,-2.1592,-0.3003,0.0841,-1.5204,-5.6505,-1.0957,-2.7791,-0.8686,-2.2911,-2.8032,-1.7791,0.1312,-1.5094,1.2247
199204,-10.0691,-3.7548,-5.0441,-4.6047,-2.5932,-6.328,-3.2894,-2.5544,-2.5689,0.4598,-5.4329,-1.5207,-1.3473,0.4726,2.5799,-1.9678,0.8553,1.7007,3.4951,3.9189,-0.1888,5.4594,5.4749,3.2759,7.5061
199205,-1.5023,-0.0721,0.0766,-1.3064,1.5819,-0.1827,0.3311,2.0331,0.752,4.0268,0.0449,-1.1611,2.1344,0.8004,3.6567,0.077,1.0677,1.6084,0.6079,-0.004,1.1937,0.3457,-0.0847,0.087,-0.0011
199206,-8.9678,-5.3473,-5.0985,-4.8274,-4.506,-5.3526,-6.1305,-2.4596,-3.4389,-0.7644,-4.7987,-3.9986,-2.2323,-1.3288,-0.5376,-1.7887,-4.3756,-1.4636,0.2245,-1.0486,-3.1033,0.1552,-2.2544,0.4079,0.7507
199207,0.7965,1.2278,1.7322,2.8869,2.7727,2.7682,4.1833,3.5084,4.3058,2.9988,4.613,4.7048,3.7315,5.2757,3.8739,5.2516,4.0804,3.6976,4.3115,2.1903,4.9618,3.5437,4.0402,4.7401,-0.289
199208,-4.7077,-3.2971,-0.9115,-1.8028,-3.2886,-4.1158,-3.1217,-0.6074,-0.2243,-3.758,-4.0971,-2.4047,-2.2825,-1.2,-3.1016,-1.139,-2.6648,-2.2567,-1.4762,-4.4206,-0.6119,-3.0864,-1.2147,-3.1692,-8.3701
199209,0.4145,1.5309,1.8581,2.2653,1.0987,1.5905,1.6888,4.5065,2.272,1.914,2.8834,2.6911,1.3029,0.5365,1.4536,0.7981,3.4831,1.8602,1.0054,0.556,0.7226,3.4344,0.4322,1.1031,0.1727
199210,2.7219,1.8222,2.5951,2.0539,1.6891,4.6775,4.4411,2.3205,1.214,2.9743,5.6581,4.0471,1.8569,2.5374,1.4526,4.6481,0.7527,1.0936,2.1879,4.8479,2.0677,1.4913,-2.5413,0.1829,0.0432
199211,10.6723,10.7815,8.1716,8.3468,7.931,9.2875,8.1363,6.5397,4.6756,7.2412,9.6034,6.3733,6.2158,5.0442,4.4722,7.0382,4.9445,4.0173,2.9459,3.6701,3.693,4.9111,1.0371,2.9289,8.3435
199212,1.5855,3.1744,5.0702,4.4204,4.9833,1.5569,2.3806,3.4223,6.3827,5.1768,3.4024,5.4744,2.8795,3.7549,5.0455,1.1647,2.6279,3.7152,4.1848,4.3842,-0.6968,3.5724,0.9703,2.9948,3.0047
199301,2.4608,5.4725,4.2858,4.7368,8.0928,-0.7188,3.259,4.1829,4.5138,8.0583,-2.3117,4.0737,4.1066,3.5268,3.6915,1.1841,1.6302,3.1193,2.6851,4.7848,-2.4021,1.0431,0.9805,3.3586,8.9859
