date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200705,2.2316,3.6418,2.1826,3.3291,2.569,3.5267,4.315,4.0926,1.6507,4.1245,7.2012,5.3538,5.1336,4.1218,3.4212,4.5476,3.1562,5.0575,4.7335,2.3321,2.7906,4.1723,4.1781,3.0435,2.6759
200706,0.2611,-0.2329,-0.9229,-0.4725,-0.1064,-1.3978,-2.0503,-1.2992,-2.6207,-1.6646,-1.0358,-0.136,-0.3858,-1.5529,-3.3635,-1.0477,-1.5733,-2.49,-3.5865,-1.8039,-1.7255,-0.1995,-2.2241,-2.7944,-2.2027
200707,-5.505,-6.8748,-6.3948,-6.8535,-8.2714,-4.3768,-6.3418,-4.7334,-7.6279,-9.3212,-3.1218,-3.3098,-4.926,-6.5857,-6.4191,-3.2857,-3.8784,-4.841,-5.425,-8.483,-1.0019,-1.5552,-4.2679,-5.5637,-4.8904
200708,1.0948,1.057,1.2082,1.3669,-3.1671,2.4503,2.5764,2.7357,3.3869,-0.7286,-0.5807,2.8761,0.371,0.1555,-2.4422,1.2481,0.9895,-1.5772,-0.9288,-1.5263,1.8398,2.2004,1.827,1.9812,0.0726
200709,2.1319,2.8682,0.2467,0.94,-1.2646,3.2236,1.0076,0.4918,0.6525,-0.1311,3.5365,3.3012,1.702,1.6112,1.4279,3.7676,3.2857,0.6966,1.7437,0.4563,5.241,3.4455,2.9273,2.365,4.2073
200710,3.4021,1.3938,-0.3696,0.7867,-1.349,3.8453,4.363,0.3535,2.1943,-0.0004,4.5397,2.0383,4.1078,-0.0433,3.4416,3.3178,3.057,1.5302,2.1667,-3.2273,4.2189,1.7187,0.9772,0.2334,-0.4321
200711,-9.8419,-8.6156,-7.9227,-7.5306,-9.3005,-6.5941,-7.1949,-6.6304,-6.4025,-8.3017,-5.5206,-6.9684,-6.228,-6.1251,-4.7019,-4.6244,-4.4097,-7.2381,-5.2767,-7.028,-3.2917,-2.2451,-5.6015,-5.1197,-5.4514
200712,-0.9805,0.9193,-1.7183,-0.5258,-1.216,1.2049,0.2949,-0.2124,0.1658,-0.6859,-1.1909,-1.4249,-0.4688,-1.4673,-0.7029,-0.0676,1.305,-3.6221,-2.2153,-2.7488,-0.2225,-0.9686,-0.7986,-1.716,1.3036
200801,-11.3389,-8.6009,-7.0546,-4.9857,-4.6368,-9.573,-6.8142,-8.0893,-2.8745,-4.1549,-6.7887,-6.489,-6.0628,-2.8084,-6.6877,-6.7399,-8.2495,-3.2165,-5.3477,-2.7778,-8.1127,-5.2942,-4.2846,-2.8864,-4.5634
200802,-5.8385,-3.9278,-4.7374,-2.4484,-4.12,-4.881,-0.9142,-2.3849,-3.6592,-3.4122,-2.9794,-1.7348,-2.5408,-1.2874,-2.8896,-0.7508,-0.977,-2.995,-3.415,-5.7699,-2.3019,-1.9043,-3.9149,-5.474,-5.3707
200803,-3.7267,-1.6266,1.5193,0.4281,-0.378,-0.3118,1.2353,1.7739,1.9433,0.6727,-3.4585,1.0755,-1.7885,-1.2567,-0.3459,-0.1445,-2.0241,-3.0735,-2.2999,-0.6905,-0.1037,2.4293,-3.6924,-3.6383,1.1015
200804,3.5417,3.5478,1.2196,0.0668,0.9568,3.0128,3.995,3.0275,2.6728,1.0242,7.3994,7.2973,8.3087,9.8791,7.5446,6.3457,6.5915,5.3185,7.451,2.727,4.4174,1.3024,7.5463,3.5402,6.181
200805,5.5346,4.6521,2.6012,3.1073,1.8702,7.1185,5.1096,6.4282,5.0229,3.5545,3.8684,3.9747,6.9106,5.1512,4.095,4.4323,5.5527,5.0116,4.3344,3.5303,2.8256,0.1386,0.7709,-1.9239,1.8479
200806,-6.2603,-8.5164,-10.9717,-7.2706,-10.1036,-7.5557,-5.6431,-7.2465,-7.882,-10.4079,-7.3731,-8.0698,-6.1219,-9.4634,-4.583,-5.901,-9.4551,-7.4731,-7.1843,-14.9321,-6.2086,-9.016,-8.363,-14.3368,-10.0474
200807,4.4645,4.443,5.0585,7.1495,3.5788,2.3666,2.6066,4.7498,4.3761,6.0935,0.6211,-0.6223,1.6881,0.058,5.3619,-1.0566,-1.116,-6.5601,-2.4853,-3.0399,-1.6546,-1.2251,-1.9844,3.333,8.114
200808,0.7997,3.404,2.6638,3.6324,6.6478,4.5003,4.3331,4.4557,5.8832,11.1789,2.6374,3.6003,4.7471,2.0364,5.6931,0.8961,2.1956,2.9494,4.1753,1.8639,1.1183,1.4864,1.9538,-1.8156,-0.3483
200809,-13.5574,-9.5016,-8.3557,-4.4565,-6.1317,-8.5678,-8.5761,-7.3941,-3.8019,-7.4505,-14.288,-11.2833,-7.1695,-7.5611,-6.2841,-14.0473,-12.5756,-12.9705,-10.4591,-9.574,-9.535,-8.8751,-6.9822,-7.3066,-3.8912
200810,-23.9758,-19.4794,-20.0423,-16.3322,-21.9069,-22.9228,-23.6408,-18.5701,-18.9739,-22.4296,-22.8827,-19.4837,-16.6662,-19.2051,-21.3919,-20.4819,-20.4833,-25.7854,-21.5963,-17.2727,-14.8649,-14.9081,-14.1013,-27.5146,-13.5312
200811,-13.3372,-11.8804,-13.3963,-12.0348,-15.7599,-10.6237,-10.3881,-11.2374,-9.4055,-16.9643,-12.5447,-10.5137,-8.9038,-9.0541,-7.264,-8.3591,-8.9633,-8.4984,-8.2427,-16.5726,-5.8448,-5.0911,-6.5538,-14.7187,-17.8346
200812,3.1948,5.8656,6.7701,2.7714,3.9004,4.4372,4.6276,6.7718,6.0961,6.5999,6.9327,3.8935,1.8707,2.4173,9.9854,4.3391,6.981,1.8498,3.7407,2.0301,1.3767,1.2256,0.3308,-1.8431,3.7101
200901,-6.735,-8.4002,-9.3621,-16.338,-15.1121,-6.8336,-7.4818,-10.5537,-13.7663,-18.055,-6.195,-8.4509,-8.4152,-8.7783,-17.9776,-4.5413,-6.588,-6.5948,-8.8446,-16.26,-3.5694,-9.007,-10.719,-19.4782,-14.3186
200902,-11.1953,-10.6033,-12.4595,-14.0641,-14.7469,-10.2171,-9.0436,-11.0414,-14.5637,-19.7093,-6.5006,-10.0532,-9.7619,-13.4002,-10.9819,-6.5874,-8.7224,-11.3405,-13.4037,-13.9877,-7.46,-10.0041,-12.1961,-19.1708,-12.3397
200903,11.0693,10.8975,10.6573,8.065,10.1016,8.9492,10.6005,10.243,8.362,15.0725,8.754,8.8465,10.0403,7.9808,13.4607,8.2781,9.6586,9.288,9.5828,10.1064,8.3272,7.9456,9.3645,13.05,10.9305
200904,18.5614,15.6066,16.4116,18.1199,17.4418,15.5526,19.2532,15.3562,14.7072,17.8303,14.3821,19.4009,12.8553,16.1764,16.1011,11.7594,13.7219,15.6196,15.0181,17.3529,6.8161,6.938,11.5979,14.7983,20.2523
200905,6.5546,5.0915,5.3866,4.4275,3.4405,5.2394,3.2904,2.0026,0.8511,5.4845,3.8533,0.9939,3.0097,1.9989,-1.5222,3.9684,2.1596,3.4506,9.5208,4.2117,4.8448,5.7458,5.0971,7.1336,9.9297
200906,7.6889,5.3793,5.3012,2.3638,3.0842,6.448,1.5852,0.6372,-1.3887,0.3688,1.8202,0.8441,-1.4658,0.7568,-0.1895,1.9149,0.8778,-0.6414,-1.2741,-0.1725,1.7084,-1.4331,-0.2496,-0.7585,-2.7735
200907,8.738,6.9957,9.3481,9.6915,13.4877,5.9751,7.9204,11.4622,11.8233,12.9337,7.1222,9.7631,10.5828,12.1025,15.708,8.1378,7.5432,9.2336,10.8136,10.7918,6.0661,8.9598,7.066,8.8733,9.238
200908,3.0551,1.6714,3.4885,4.329,10.498,0.066,2.01,1.674,3.1445,8.6898,0.9621,0.9481,4.3969,4.0541,11.962,1.9632,4.5775,2.6719,6.0308,15.4409,1.1411,3.7921,3.2537,6.7787,15.1805
200909,4.4817,5.8321,4.5596,6.7836,8.7069,8.217,7.1463,5.724,6.6605,7.5829,6.6032,3.9621,7.1148,7.6799,8.4429,6.7705,5.8479,6.0368,5.0573,8.0998,3.4934,3.6018,2.6076,5.7162,0.5442
200910,-10.5746,-7.7688,-6.5258,-8.0987,-8.8428,-7.405,-5.922,-5.7406,-8.827,-10.452,-5.0262,-3.3552,-5.8286,-6.1323,-10.0013,-4.524,-2.7529,-4.262,-6.6106,-6.4393,0.3454,-2.0125,-2.0003,-3.7599,-9.7932
200911,0.078,-0.4148,2.6077,1.9255,1.3772,2.5392,1.086,2.1515,3.4162,6.136,3.1719,3.2301,2.4796,6.2164,6.8789,4.783,4.6844,4.4734,3.6879,4.8801,7.0955,5.7781,3.5898,4.1678,5.2855
200912,6.1605,8.9536,7.5998,7.9132,10.1571,9.3585,10.2223,8.7056,7.1737,8.8384,7.1439,7.3519,6.9548,8.0308,7.7061,6.1666,4.7578,7.4318,5.5995,6.5513,0.8631,2.3251,4.1673,1.6401,-3.6412
201001,-4.0998,-5.4544,-4.2948,-3.3276,-1.0043,-3.1897,-2.6869,-1.2929,-3.3662,-3.6952,-3.6201,-3.4525,-4.6958,-3.4711,-2.6307,-3.5696,-3.9299,-5.5826,-1.5295,-1.9069,-4.2357,-3.5587,-0.5339,-5.3813,0.1016
201002,4.2303,4.5206,4.5742,4.9594,7.4979,2.129,3.0098,3.0072,6.0486,5.2454,4.3043,4.1913,4.6781,6.2943,9.1402,5.0408,7.3368,3.7245,3.9716,6.1466,2.5734,2.1702,3.7171,4.5263,6.0574
201003,6.9235,6.9794,7.7357,7.387,9.9269,7.026,7.6888,7.5621,8.0617,11.59,9.2806,6.6574,9.8314,6.9017,7.7237,7.9794,7.4195,7.5668,5.2583,11.8818,4.9695,6.0673,5.6368,6.7314,8.2293
201004,6.5152,7.3039,6.1714,9.6859,11.8481,2.0151,5.6918,4.4084,6.7689,7.6663,2.8453,5.3693,3.3272,7.8524,4.8687,3.8847,4.0013,3.6074,6.9807,5.0463,0.3844,2.6868,1.3047,-1.9666,3.5721
201005,-6.8926,-5.1172,-7.2476,-9.1005,-10.4131,-4.7043,-6.2994,-7.049,-9.1821,-9.8489,-6.2453,-5.9767,-7.074,-9.7905,-9.6745,-5.3885,-8.0677,-8.8893,-7.0444,-8.2428,-7.4263,-8.1929,-8.9314,-7.5504,-9.672
201006,-6.6716,-6.9399,-6.8174,-6.9138,-11.9103,-5.4441,-5.9258,-6.9538,-9.7828,-13.0845,-5.6384,-6.0903,-7.4597,-7.4913,-12.0764,-4.6218,-6.4476,-7.3882,-8.17,-9.2399,-3.8882,-6.5075,-3.1601,-7.5684,-9.7235
201007,6.188,4.7879,6.9109,6.612,5.8601,6.7694,8.1097,6.4637,7.1813,6.6334,6.4479,7.506,5.4776,8.3101,7.4844,6.9666,6.6874,7.9107,8.8,6.0597,7.26,5.3213,7.6317,7.3317,5.2572
201008,-8.6309,-8.8038,-8.48,-9.3987,-9.4751,-5.4964,-8.4982,-7.2532,-7.6199,-7.6041,-4.7339,-6.283,-7.5184,-6.7735,-6.9591,-4.2073,-4.6007,-5.4894,-3.9109,-6.4425,-4.0978,-3.3967,-1.4773,-6.9825,-8.9124
201009,11.5176,11.2124,12.7001,12.299,10.0249,14.5716,15.2492,12.5832,10.9669,11.7405,13.0824,14.1984,12.4763,11.2944,10.9342,12.3463,11.3769,10.0751,8.2172,10.2859,10.3115,7.8833,7.9807,7.6396,6.9487
201010,6.508,5.8277,5.6089,5.2022,3.474,3.9221,4.172,4.1101,2.9902,2.6994,4.5931,3.2958,5.695,3.4485,4.1151,2.672,4.7941,2.9601,2.9214,-0.0404,4.8465,4.1971,3.7727,1.9889,-0.2838
201011,1.6598,3.6523,5.1524,4.8165,2.9477,3.339,4.2851,3.6306,3.39,3.7101,4.1353,6.1076,1.7559,4.276,1.5668,4.6122,3.3806,3.0708,1.2559,-0.0326,-0.8245,1.876,-1.2166,0.3996,-3.3921
201012,10.0899,7.8095,7.7666,8.4812,9.5713,7.3328,7.0407,8.1471,8.2132,10.0904,6.6436,8.4489,8.179,7.3916,7.7408,5.0918,7.0936,8.1056,6.9999,9.7,4.6329,6.0213,6.5922,9.6337,14.0458
201101,-2.9409,-1.8687,-1.1407,-1.0391,-1.16,0.6042,-0.6729,2.175,0.2616,1.8746,2.1132,1.8544,0.1361,3.2892,0.2689,1.8484,3.494,1.5657,2.7854,0.4652,1.5087,3.2206,1.7227,3.702,3.2432
201102,1.4528,5.3265,4.2949,4.427,6.4404,5.3646,7.0122,5.5262,5.3128,5.5638,5.6815,6.4085,4.6686,5.5363,4.3724,3.9013,4.1757,4.0629,4.7634,2.4369,1.9924,3.7618,4.6942,4.099,3.9122
201103,3.4954,4.5892,1.4119,1.8937,1.55,3.4244,3.3406,2.6449,1.6611,3.1016,4.3712,2.708,3.0265,2.01,1.2214,1.8569,3.3694,2.1933,2.2237,-0.1913,0.2263,-0.6048,1.9518,-1.3607,-3.2773
201104,2.4719,0.5553,1.1112,1.3875,0.3364,4.0933,2.0262,2.1692,2.2716,0.0911,4.142,3.6603,3.2062,3.0694,1.8392,3.5342,1.565,1.4766,3.57,2.5027,3.5252,4.5012,3.5875,0.2509,1.0548
201105,-1.1264,-0.7909,-1.8444,-4.2001,-2.9989,-1.8182,-1.3699,-0.5496,-3.3959,-3.2626,-1.3889,-1.2975,-1.889,-3.8255,-0.8533,0.1771,-0.7085,-1.3872,-1.9614,-0.1293,-0.3195,-1.7318,-0.9254,-2.737,-3.7114
201106,-4.4417,-3.6603,-2.6458,-1.3961,-2.6632,-0.4739,-2.2133,-1.4788,-0.4143,-1.6659,-1.302,-1.9572,-1.8608,-1.0082,-3.7726,-1.5115,-2.1706,-3.1466,-1.3582,-2.5214,-1.2623,-1.6445,-1.8187,-1.9653,-2.744
201107,-5.0671,-3.0419,-3.1166,-1.2078,-1.4842,-3.8343,-3.5104,-5.0122,-3.3235,-5.2587,-4.8637,-3.955,-3.0577,-5.3992,-3.5756,-4.1769,-3.7441,-3.1855,-1.8129,-4.0047,0.1899,-1.858,-1.5809,-4.103,-5.0688
201108,-11.5173,-12.0968,-9.0666,-10.4112,-9.8237,-10.1563,-8.3333,-10.3702,-8.0353,-11.156,-7.6588,-8.3597,-8.157,-9.3143,-8.4305,-7.917,-8.4099,-8.1504,-7.6013,-6.7304,-3.8236,-4.5205,-7.1226,-2.9445,-11.833
201109,-11.3649,-12.5768,-10.5053,-10.7209,-10.3567,-10.451,-10.8843,-12.6551,-9.4724,-12.3095,-10.4337,-12.1144,-13.0545,-11.1833,-10.5285,-9.1814,-11.7976,-11.6588,-8.3383,-9.4303,-6.3483,-4.8109,-6.946,-5.389,-14.1311
201110,12.3434,15.2798,14.0173,14.7572,10.1765,17.9564,14.5784,16.2947,15.2838,14.8749,14.1727,16.5214,16.7075,16.2216,11.4547,14.5511,15.7798,14.9542,11.1977,12.5566,9.3936,10.3243,12.4559,8.587,15.1363
201111,-2.3097,-1.3578,-2.6856,-1.0608,-0.3303,0.2502,-1.8469,0.345,1.6886,0.3143,-1.8815,1.1789,-0.9085,0.9146,0.3657,-0.8081,-0.3941,1.3244,0.977,-1.4951,-0.4105,1.1595,0.5225,1.047,-6.567
201112,-0.7467,2.2342,0.872,1.7766,1.3752,-0.8609,0.953,1.2408,0.6369,1.2456,-2.8128,-0.2062,0.9148,1.1122,1.7398,-2.3609,0.7686,-0.0831,3.7412,-0.4664,-0.5544,1.1551,3.0607,2.7236,0.9304
201201,12.4738,8.0953,7.7851,7.28,7.7202,8.1678,5.2446,8.1392,5.5052,4.9076,8.8824,5.2676,6.9713,5.6869,3.5795,9.7521,6.2529,4.9538,2.455,4.4317,7.0972,2.2762,2.6883,1.3911,10.0236
201202,1.2735,1.1677,1.1225,0.701,2.7737,4.0644,4.1622,1.1911,3.0222,4.4225,4.7241,3.0115,3.5567,3.8876,4.8263,4.6607,4.838,4.2841,3.8716,6.1261,5.2061,3.0168,3.6579,4.9053,6.691
201203,1.8982,3.9053,3.4943,3.2516,4.7375,1.9798,1.9475,3.0652,3.1962,2.8795,1.4537,1.8378,1.6548,1.7765,-0.408,4.1428,0.4209,-0.0057,2.0484,1.6648,4.003,2.3176,1.1052,3.3278,7.797
201204,-4.0308,-1.9376,-2.1384,-1.1651,-0.3931,-0.2272,-1.3228,-2.4002,-2.235,-2.0279,-2.4147,-0.8524,-1.4354,-0.946,0.0966,-0.7221,-0.0618,-0.7592,0.7821,-3.0628,0.0261,-0.7153,-0.7321,-0.2236,-4.2178
201205,-8.7675,-6.0709,-7.0075,-8.111,-4.6362,-5.6311,-5.3551,-7.2529,-5.4393,-7.1884,-7.5319,-6.0806,-8.3964,-6.1159,-6.5605,-6.888,-8.5705,-8.7952,-6.5194,-5.4325,-6.3479,-4.8393,-5.1998,-2.4045,-12.8931
201206,7.2014,7.1907,5.5775,5.3321,5.5247,7.0171,4.9458,4.002,3.3985,4.55,5.2768,3.6331,1.5409,2.388,4.0224,0.604,2.1217,3.9591,3.1113,3.243,2.7914,4.3486,5.4125,5.06,5.6172
201207,-2.3072,1.0635,-2.9872,-1.721,-2.3329,-4.1475,-0.5961,-0.626,-0.9569,-1.0487,-2.684,-0.2421,-0.9824,0.73,-3.7802,-2.1737,0.0641,0.2309,0.1724,-1.0792,1.4009,2.5519,1.3012,1.135,-1.7738
201208,2.5398,0.4824,3.9702,2.9946,3.3106,1.6435,2.4299,2.7883,3.6229,4.0053,5.2187,3.4595,4.7234,4.1774,3.4898,4.3242,4.0528,2.4342,3.8144,6.2962,2.0834,2.3702,1.5846,0.6201,6.5554
201209,4.7943,5.4542,4.5071,4.7301,4.5535,5.3642,3.4737,3.4331,3.8851,4.228,2.8554,1.5524,1.8404,3.1251,3.8875,1.9568,1.8815,2.3756,2.4556,3.5416,1.7792,2.5118,3.6644,3.2574,5.4151
201210,-5.0761,-5.0476,-3.7593,-3.1817,-1.4158,-5.9681,-1.8773,-1.4243,-1.5453,-1.0674,-3.6986,0.411,-0.0834,0.5651,-0.2064,-0.9253,0.0323,-0.0678,-0.0806,1.529,-3.3604,-1.2583,-2.8535,-0.3797,3.332
201211,-0.2275,1.6683,0.5015,-0.2723,1.2091,-0.4837,-0.0452,0.722,0.5153,2.6604,2.7445,2.6909,2.7304,2.0494,-0.1694,2.875,2.9674,-0.4441,1.3145,0.646,1.2734,0.5358,-0.4117,-0.3673,-1.4902
201212,0.3245,3.7236,3.9807,4.5567,4.3423,3.5227,3.2361,3.1339,3.8066,5.2643,2.4301,3.8463,1.8656,3.2026,3.6863,2.0637,2.4442,3.0186,3.8697,3.3622,-1.0115,0.3546,1.4453,2.3462,7.2617
201301,6.5479,4.6718,5.716,5.6653,5.6758,7.3921,5.6735,7.6368,7.1568,4.5323,5.4917,6.592,6.1016,7.3299,7.6615,7.3251,6.5177,6.481,8.6228,9.1456,3.63,5.6829,5.7753,6.65,7.3789
201302,-1.9431,0.7331,-0.3236,1.5709,1.7165,0.9288,1.2195,0.724,2.3131,0.3454,0.5013,1.2765,0.9244,2.4533,1.9265,0.622,1.2662,1.8014,0.8325,2.6442,1.1367,1.2782,1.9774,2.2793,0.6829
201303,7.7562,6.3036,4.6387,4.2808,4.3808,5.082,5.3116,3.7992,4.5447,4.6431,4.4964,4.4805,5.5275,3.5,5.3521,3.6945,4.0934,4.2644,5.4427,6.2097,3.9681,3.4227,3.3112,4.8767,3.3622
201304,0.2541,-0.5484,-0.8918,-0.6403,0.6044,-0.8943,-1.8261,-1.2254,-1.5388,1.9428,-2.0533,0.2199,-0.4014,-0.7338,-1.776,1.3445,0.9808,-0.9167,1.9453,0.7327,2.2939,1.2899,1.8917,1.6669,2.7787
201305,7.9628,4.3203,3.8929,6.2726,4.3467,5.4387,4.5172,5.5346,4.6318,8.1601,2.9842,5.9135,4.2341,4.9188,3.9276,4.1472,3.1496,1.8979,3.2214,4.5647,1.23,2.3272,1.373,3.204,9.0115
201306,-0.9627,-0.5118,1.919,1.2434,0.2097,1.7618,-0.0676,-0.352,-1.1957,-0.9325,-0.4105,-0.9728,-1.3102,-0.66,-0.2036,-1.9973,-2.5252,-1.5084,-1.502,-1.248,-2.3737,-0.2771,0.1484,-0.3672,-2.8281
201307,7.0969,10.2718,7.2281,9.0751,7.3754,7.1593,6.3199,6.5014,7.044,8.0651,8.381,7.4917,5.9073,7.7486,9.0644,7.9426,4.7148,6.4994,8.0441,5.0202,6.0688,4.0686,4.7653,4.6897,7.1781
201308,-2.2208,-2.6703,-2.3148,-3.7738,-3.2145,-0.735,-0.6621,-3.2876,-3.8259,-3.6039,-1.688,-1.914,-3.5683,-4.8043,-3.7436,-1.7059,-2.2136,-3.1485,-2.3656,-4.3434,-1.4907,-2.494,-3.6175,-3.6681,-4.5071
201309,7.2811,7.711,7.0797,6.8085,5.9212,7.0629,6.0207,7.513,6.0197,5.6001,5.8044,5.8933,5.6301,5.5022,4.2931,5.6333,5.6099,5.1781,5.7067,3.4424,4.328,2.6218,2.5063,2.588,2.2689
201310,-0.7438,0.7609,2.3107,3.9464,2.7827,0.5487,1.584,1.2953,3.9638,4.4738,3.427,3.8212,3.1659,4.0161,5.6211,2.0958,3.8394,2.7505,4.6517,6.1944,4.8809,4.3778,5.2895,3.3388,3.7182
201311,7.9236,5.2361,5.7754,7.0466,5.076,6.1401,3.6781,3.2878,3.0467,5.7447,2.78,3.3246,3.5778,2.5925,3.9054,2.0902,1.8139,0.8106,-0.4453,3.7509,3.1874,3.5383,1.5842,1.9389,6.287
201312,1.9396,3.4764,2.4533,1.1318,1.4721,2.7701,0.4348,3.7135,1.8188,0.8143,1.6324,3.8368,2.7342,3.6731,2.4417,3.0717,3.6684,2.8419,3.3529,3.417,2.5949,2.3813,3.6064,2.3654,1.852
201401,3.3041,-2.6428,-2.3412,-3.876,-3.1392,0.0742,-2.1095,-5.2824,-4.1056,-6.2867,-0.3971,-3.0433,-4.4667,-2.4671,-2.2337,-2.6143,-3.3175,-0.8402,-5.0601,-3.0153,-4.049,-2.6216,-3.3278,-4.4952,-4.1077
201402,4.8862,3.4417,3.9862,5.6559,4.5919,4.5502,3.4905,6.1506,5.1287,4.1413,6.5535,4.7539,4.1506,6.8811,4.3081,5.8109,5.9948,4.8389,5.4287,5.4335,5.1379,5.0802,2.8961,4.2343,2.4412
201403,-4.8279,1.4286,0.267,1.0239,1.3903,-3.9276,0.0883,1.4635,1.1588,2.343,-4.6867,-0.0689,0.6456,1.3609,2.0133,-2.2999,-0.21,0.201,1.9547,5.1365,-1.413,0.518,2.2786,3.8375,3.5792
201404,-8.5279,-6.7566,-5.5683,-3.2501,-4.3311,-6.6694,-3.1342,-3.0897,-2.0223,-2.0377,-5.6612,-1.8492,-1.6097,-1.4442,-3.1163,-2.9929,-0.8722,0.222,0.0708,-0.5504,1.5486,0.0331,1.5252,1.9387,-2.174
201405,-2.5951,-1.3455,-0.5948,-0.8473,-0.1515,-0.2894,-0.1461,1.5417,-0.5674,-0.1046,1.2637,0.2341,2.4041,0.5608,1.8188,2.8554,1.5496,3.2299,1.1967,1.6337,3.1962,1.4622,2.3273,1.8051,1.2375
